LotFrontage,Alley,MasVnrType,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature
,,,0.0,,,,,,,Detchd,1957.0,Unf,TA,TA,,,
43.0,,BrkFace,16.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2004.0,Fin,TA,TA,,,
64.0,,Stone,24.0,Gd,TA,Av,GLQ,Unf,,Attchd,2006.0,RFn,TA,TA,,,
85.0,,,0.0,Ex,TA,Av,Unf,Unf,,Attchd,2007.0,RFn,TA,TA,,,
71.0,,,0.0,TA,TA,No,ALQ,Unf,,Attchd,1983.0,Unf,TA,TA,,,
66.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1953.0,Unf,TA,TA,,,
73.0,,,0.0,Gd,TA,Mn,Unf,Unf,,Attchd,2006.0,RFn,TA,TA,,,
73.0,,BrkFace,442.0,Ex,TA,Av,GLQ,Unf,Gd,Attchd,2003.0,Fin,TA,TA,,,
77.0,,BrkFace,245.0,Gd,Gd,No,Unf,Unf,Gd,BuiltIn,2005.0,Fin,TA,TA,,,
,,,0.0,TA,TA,No,Unf,Unf,Gd,Attchd,1968.0,RFn,TA,TA,,,
60.0,,BrkFace,98.0,,,,,,Gd,Attchd,1957.0,RFn,TA,TA,,MnPrv,
81.0,,BrkFace,448.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1994.0,RFn,TA,TA,,,
,,,0.0,TA,Gd,Gd,LwQ,ALQ,,Attchd,1967.0,Fin,TA,TA,,,
85.0,,BrkFace,292.0,Gd,TA,No,GLQ,Unf,Gd,BuiltIn,2003.0,RFn,TA,TA,,,
41.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,BuiltIn,2004.0,Fin,TA,TA,,,
78.0,,BrkFace,183.0,Gd,TA,Av,ALQ,Unf,,Attchd,1999.0,RFn,TA,TA,,,
51.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1936.0,Unf,TA,TA,,,
21.0,,BrkFace,285.0,TA,TA,No,BLQ,Unf,,Detchd,1973.0,Unf,TA,TA,,,
,Pave,,0.0,TA,TA,No,Unf,Unf,,Detchd,1930.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,1978.0,RFn,TA,TA,,MnPrv,
64.0,,,0.0,,,,,,,Detchd,1979.0,Unf,TA,TA,,,
,,,,TA,TA,No,Rec,Unf,TA,Attchd,1975.0,RFn,TA,TA,,,
55.0,Pave,,0.0,TA,TA,No,Rec,Unf,,Detchd,1968.0,Unf,TA,TA,,,
73.0,,,0.0,Gd,Gd,Mn,GLQ,Unf,,Attchd,2006.0,RFn,TA,TA,,,
,,BrkFace,220.0,TA,TA,Mn,BLQ,Unf,Gd,Attchd,1968.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,Mn,BLQ,Unf,Gd,Attchd,1954.0,Unf,TA,TA,,GdPrv,
50.0,Grvl,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1936.0,Unf,TA,TA,,,
75.0,,BrkFace,137.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1993.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,Av,GLQ,Unf,,,,,,,,,
76.0,,,0.0,Gd,TA,No,Unf,Unf,TA,BuiltIn,2000.0,RFn,TA,TA,,,
60.0,,,0.0,TA,TA,Mn,Rec,Unf,,Detchd,1939.0,Unf,TA,TA,,MnPrv,
60.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
69.0,,,0.0,Gd,TA,Gd,ALQ,Unf,Po,Attchd,1969.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1965.0,Unf,TA,TA,,,
88.0,,Stone,350.0,Ex,TA,Av,GLQ,Unf,Ex,Attchd,2010.0,Fin,TA,TA,,,
59.0,,,0.0,Gd,TA,No,BLQ,GLQ,TA,Attchd,1993.0,Unf,TA,TA,,,
60.0,,,0.0,TA,Gd,No,ALQ,Unf,Gd,Detchd,1998.0,Unf,TA,TA,,,
60.0,,,0.0,,,,,,,Detchd,1956.0,Unf,TA,TA,,,
60.0,,,0.0,Gd,Gd,Gd,GLQ,Unf,,,,,,,,,
80.0,,BrkFace,360.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1977.0,RFn,TA,TA,,,
98.0,,,0.0,TA,TA,No,BLQ,Unf,Gd,Detchd,1972.0,Unf,TA,TA,,,
38.0,,,0.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,1996.0,Fin,TA,TA,,,
69.0,,BrkFace,238.0,Gd,TA,Gd,GLQ,Unf,TA,Attchd,2005.0,Fin,TA,TA,,,
80.0,,BrkFace,360.0,TA,TA,Gd,GLQ,LwQ,,Attchd,1964.0,RFn,TA,TA,,,
85.0,,Stone,226.0,Gd,TA,Gd,GLQ,Unf,Gd,Attchd,2003.0,Fin,TA,TA,,,
50.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Detchd,1939.0,Unf,TA,TA,,,
24.0,Pave,BrkFace,456.0,Gd,TA,No,Unf,Unf,,Detchd,1999.0,Unf,TA,TA,,,
64.0,,BrkFace,108.0,Gd,TA,No,GLQ,Unf,,Attchd,2007.0,RFn,TA,TA,,,
73.0,,,0.0,Gd,TA,Av,Unf,Unf,,Attchd,2007.0,Fin,TA,TA,,,
35.0,,BrkFace,218.0,Gd,TA,No,GLQ,Unf,,Detchd,1999.0,Unf,TA,TA,,,
82.0,,BrkFace,183.0,TA,TA,Gd,Rec,ALQ,,Attchd,1966.0,RFn,Gd,Gd,,GdPrv,
60.0,Grvl,,0.0,TA,TA,Mn,Unf,Unf,,Detchd,1925.0,Unf,TA,Fa,,GdWo,
47.0,,Stone,132.0,Gd,Fa,No,ALQ,LwQ,TA,Attchd,1986.0,Fin,TA,TA,,,
71.0,,BrkFace,415.0,TA,TA,No,BLQ,Unf,TA,Attchd,1963.0,RFn,TA,TA,,,
,,BrkFace,335.0,TA,TA,Av,GLQ,Unf,,Attchd,1976.0,Unf,TA,TA,,,
92.0,,BrkFace,270.0,TA,TA,No,ALQ,Unf,,,,,,,,,
74.0,,Stone,72.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,Av,Unf,Unf,TA,Attchd,2001.0,RFn,TA,TA,,,
80.0,,BrkFace,425.0,TA,TA,No,BLQ,Unf,Gd,Attchd,1964.0,RFn,TA,TA,,MnPrv,Shed
,,,0.0,TA,TA,Mn,Unf,Unf,,,,,,,,,
51.0,,,0.0,TA,Fa,No,Unf,Unf,,BuiltIn,1998.0,RFn,TA,TA,,,
65.0,Pave,,0.0,TA,Fa,No,Unf,Unf,Gd,Detchd,1950.0,Unf,TA,TA,,,
52.0,,,0.0,,,,,,,,,,,,,,
58.0,,,0.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2000.0,Fin,TA,TA,,,
62.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1968.0,RFn,TA,TA,,GdWo,Shed
105.0,,BrkFace,772.0,Gd,TA,Av,Unf,Unf,Gd,BuiltIn,2006.0,Fin,TA,TA,,,
98.0,,BrkFace,975.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
,,,0.0,Gd,TA,Av,GLQ,Unf,Fa,Attchd,1992.0,Fin,TA,TA,,,
98.0,,BrkFace,975.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1998.0,Fin,TA,TA,,,
82.0,,,0.0,Gd,TA,No,GLQ,Unf,,Detchd,2000.0,Unf,TA,TA,,GdPrv,
60.0,,,0.0,TA,TA,Mn,Unf,Unf,Gd,Detchd,1940.0,Unf,Fa,Po,,MnPrv,
32.0,,BrkFace,320.0,Ex,TA,No,GLQ,Unf,,Attchd,1998.0,Fin,TA,TA,,,
35.0,Grvl,,0.0,TA,TA,No,Unf,Unf,Gd,,,,,,,,
80.0,,BrkFace,237.0,TA,TA,No,Unf,Unf,Gd,Attchd,1962.0,RFn,TA,TA,,GdPrv,
95.0,,,,Gd,TA,No,Unf,Unf,,Attchd,2007.0,Fin,TA,TA,,,
55.0,,,0.0,Gd,TA,No,Unf,Unf,TA,Attchd,1979.0,Unf,TA,TA,,,
59.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1962.0,Unf,TA,TA,,,
,,BrkCmn,161.0,TA,TA,No,LwQ,Unf,TA,Detchd,1950.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,1992.0,RFn,TA,TA,,,
52.0,,BrkFace,108.0,Fa,TA,Mn,Unf,Unf,,Detchd,1953.0,Unf,TA,TA,,,
73.0,,BrkFace,196.0,Gd,TA,Gd,GLQ,Unf,TA,Attchd,1996.0,Fin,TA,TA,,,
94.0,,BrkFace,305.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2009.0,Fin,TA,TA,,,
70.0,,,0.0,TA,TA,No,ALQ,LwQ,,Detchd,1989.0,Unf,TA,TA,,,
,,BrkFace,115.0,TA,TA,Gd,Rec,Unf,Fa,Attchd,1964.0,RFn,TA,TA,,MnPrv,
65.0,,,0.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2001.0,RFn,TA,TA,,,
36.0,,Stone,106.0,Gd,TA,No,GLQ,Unf,,BuiltIn,2003.0,RFn,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
63.0,,BrkFace,210.0,Gd,TA,Av,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
60.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,Attchd,1931.0,RFn,TA,TA,,MnPrv,
75.0,,,0.0,Gd,TA,No,GLQ,Unf,,Attchd,2009.0,Fin,TA,TA,,,
82.0,,BrkFace,70.0,TA,TA,No,Unf,Unf,,2Types,1989.0,Unf,TA,TA,,,
64.0,,,0.0,TA,TA,Mn,BLQ,Unf,,Detchd,1968.0,Unf,TA,TA,,,
,,,0.0,TA,TA,No,BLQ,Unf,,Detchd,1961.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
57.0,,,0.0,Gd,TA,Av,Unf,Unf,,Attchd,1998.0,Fin,TA,TA,,,
104.0,,Stone,860.0,Ex,TA,No,Unf,Unf,Gd,BuiltIn,2009.0,Fin,TA,TA,,,
66.0,Pave,BrkFace,1600.0,Gd,TA,No,BLQ,Unf,TA,Detchd,1997.0,RFn,TA,TA,,,
70.0,,,0.0,Gd,TA,No,Rec,Unf,Gd,Detchd,1950.0,Unf,TA,TA,,,
73.0,,,0.0,Gd,TA,Mn,Unf,Unf,,Attchd,2006.0,RFn,TA,TA,,,
70.0,,BrkFace,351.0,TA,TA,No,Unf,Unf,TA,Attchd,1966.0,Unf,TA,TA,,,
37.0,Pave,,0.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2005.0,Fin,TA,TA,,,
24.0,,,0.0,Gd,TA,No,ALQ,Unf,,Detchd,1999.0,Unf,TA,TA,,,
66.0,,,0.0,Gd,TA,No,Unf,Unf,,Detchd,1920.0,Unf,TA,TA,,,
54.0,,,0.0,Fa,TA,No,LwQ,Unf,Gd,Detchd,1920.0,Unf,Fa,TA,,,
59.0,,,0.0,Gd,TA,No,Unf,Unf,TA,Attchd,1993.0,RFn,TA,TA,,,
70.0,,,0.0,TA,TA,No,Rec,Unf,,Attchd,1957.0,RFn,TA,TA,,,
80.0,,BrkFace,340.0,TA,TA,Gd,BLQ,Rec,Fa,Attchd,1964.0,RFn,TA,TA,,MnWw,
50.0,,,0.0,TA,TA,Av,BLQ,Unf,,Detchd,1941.0,Unf,TA,TA,,,
60.0,Grvl,BrkFace,180.0,Gd,TA,Gd,GLQ,Unf,,Detchd,1980.0,Unf,TA,TA,,,
77.0,,,0.0,TA,TA,No,ALQ,Unf,,,,,,,,,Shed
,,,0.0,Gd,TA,Mn,GLQ,Unf,Gd,Attchd,1996.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,Mn,Unf,Unf,,Detchd,1920.0,Unf,Fa,Fa,,GdWo,
,,BrkFace,298.0,TA,TA,No,LwQ,Unf,TA,Attchd,1976.0,Fin,TA,TA,,,
,,,0.0,TA,TA,No,BLQ,Unf,Gd,Attchd,1942.0,Unf,TA,TA,,,
,,BrkFace,225.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,1980.0,Unf,TA,TA,,,
98.0,,BrkFace,378.0,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,2004.0,Fin,TA,TA,,,
75.0,,,,Gd,TA,No,GLQ,Unf,Gd,Attchd,2002.0,RFn,TA,TA,,,
78.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Attchd,1948.0,Unf,TA,TA,,,
,,BrkFace,147.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,2004.0,RFn,TA,TA,,,
60.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,Attchd,1931.0,RFn,TA,TA,,MnPrv,
80.0,,BrkFace,320.0,TA,TA,No,ALQ,Unf,TA,Attchd,1973.0,Unf,TA,TA,,,
,,BrkFace,148.0,Gd,TA,No,GLQ,Unf,Gd,Attchd,2002.0,RFn,TA,TA,,,
24.0,,,0.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1978.0,Unf,TA,TA,,,
60.0,Grvl,,0.0,Gd,TA,No,LwQ,Unf,TA,Detchd,1920.0,Unf,Fa,TA,,MnPrv,Shed
75.0,,BrkFace,136.0,TA,TA,No,Rec,Unf,,Attchd,1961.0,Unf,TA,TA,,GdWo,
71.0,,BrkFace,166.0,TA,TA,Mn,GLQ,Unf,,Detchd,1977.0,Unf,TA,TA,,MnPrv,
72.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
40.0,,,0.0,TA,TA,No,ALQ,Unf,,,,,,,,,
48.0,,Stone,94.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2005.0,RFn,TA,TA,,,
70.0,,,0.0,Fa,TA,No,Unf,Unf,,Detchd,1950.0,Unf,Fa,TA,,GdWo,
75.0,,BrkFace,428.0,Ex,TA,Av,Unf,Unf,Gd,Attchd,2007.0,RFn,TA,TA,,,
60.0,,,0.0,Fa,TA,No,Unf,Unf,,Detchd,1920.0,Unf,Fa,TA,,,
55.0,,,0.0,TA,TA,Av,Unf,Unf,,,,,,,,,
50.0,,,0.0,TA,TA,No,GLQ,Unf,TA,Attchd,1939.0,RFn,Gd,TA,,,
116.0,,BrkFace,246.0,Gd,TA,No,ALQ,Unf,TA,Attchd,1990.0,RFn,TA,TA,,,
50.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,GdWo,
60.0,,,0.0,Fa,TA,No,Unf,Unf,,Detchd,1915.0,Unf,TA,TA,,,
70.0,,BrkFace,318.0,TA,TA,No,Rec,Unf,Gd,Attchd,1962.0,Fin,TA,TA,,,
63.0,,Stone,748.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2009.0,Fin,TA,TA,,,
89.0,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,2004.0,RFn,TA,TA,,,
70.0,,,0.0,TA,TA,No,LwQ,Unf,,Attchd,1959.0,RFn,TA,TA,,GdWo,
70.0,,BrkFace,130.0,Gd,TA,No,Unf,Unf,TA,Attchd,1980.0,Unf,TA,TA,,MnPrv,
96.0,,Stone,154.0,Ex,TA,Av,GLQ,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
73.0,,,0.0,TA,TA,No,GLQ,Unf,,Detchd,1957.0,Unf,TA,TA,,,
43.0,,BrkFace,16.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2004.0,Fin,TA,TA,,,
43.0,,BrkFace,16.0,Gd,TA,Av,Unf,Unf,Gd,Attchd,2007.0,Fin,TA,TA,,,
86.0,,BrkFace,172.0,TA,TA,Gd,LwQ,ALQ,TA,Attchd,1987.0,Fin,TA,TA,,MnPrv,
91.0,,BrkFace,368.0,TA,TA,No,LwQ,Unf,,Detchd,1969.0,Unf,TA,TA,,,
76.0,,,0.0,Gd,TA,No,Unf,Unf,TA,BuiltIn,2000.0,RFn,TA,TA,,,
60.0,Pave,,0.0,Fa,TA,No,Unf,Unf,,Detchd,1974.0,Unf,TA,TA,,,
79.0,,,0.0,Ex,TA,No,Unf,Unf,Gd,Detchd,1993.0,Fin,TA,TA,,,
60.0,,BrkFace,16.0,Gd,TA,No,Unf,Unf,TA,Attchd,2000.0,Fin,TA,TA,,,
80.0,,BrkFace,80.0,TA,TA,Av,GLQ,Unf,,Attchd,1971.0,Unf,TA,TA,,MnPrv,
21.0,,BrkFace,604.0,TA,TA,No,ALQ,Unf,,Detchd,1971.0,Unf,TA,TA,,,
77.0,,,0.0,Gd,TA,Av,ALQ,LwQ,TA,Attchd,1975.0,RFn,TA,TA,,,
68.0,,,0.0,TA,Fa,No,Unf,Unf,,Attchd,1958.0,Unf,TA,TA,,,
65.0,,,0.0,TA,TA,No,BLQ,Unf,Fa,Attchd,1968.0,Unf,TA,TA,,,
85.0,,BrkFace,584.0,Ex,TA,Av,GLQ,Unf,Gd,Attchd,2006.0,Fin,TA,TA,,,
50.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
60.0,,,0.0,Fa,Po,No,Unf,Unf,,Detchd,1920.0,Unf,Po,Po,,,
80.0,,BrkFace,156.0,TA,TA,Gd,GLQ,Unf,,Attchd,1963.0,RFn,TA,TA,,MnPrv,
107.0,,Stone,424.0,Ex,TA,Gd,Unf,Unf,Gd,BuiltIn,2009.0,RFn,TA,TA,,,
,,BrkFace,40.0,Gd,TA,Gd,Unf,Unf,TA,Attchd,2003.0,Fin,TA,TA,,,
,,BrkFace,40.0,Gd,TA,Gd,Unf,Unf,TA,Attchd,2003.0,Fin,TA,TA,,,
43.0,,BrkFace,16.0,Gd,TA,Av,GLQ,Unf,,Attchd,2005.0,Fin,TA,TA,,,
60.0,Grvl,,0.0,TA,TA,No,Unf,Unf,,Detchd,1928.0,Unf,Fa,Fa,,,
58.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
74.0,,,0.0,,,,,,,Detchd,1956.0,Unf,TA,Fa,,,
95.0,,,0.0,Gd,TA,No,GLQ,Unf,,BuiltIn,2002.0,RFn,TA,TA,,,
50.0,,,0.0,TA,TA,No,BLQ,Unf,Gd,Detchd,1976.0,Unf,TA,TA,,MnPrv,
21.0,,,0.0,Gd,TA,Av,GLQ,Unf,,Attchd,1970.0,Unf,TA,TA,,,
87.0,,BrkFace,564.0,TA,TA,No,Unf,Unf,,Detchd,1973.0,Unf,TA,TA,,,
78.0,,,0.0,Gd,TA,Mn,BLQ,Unf,Gd,Basment,1934.0,Unf,TA,TA,,,
67.0,,,0.0,,,,,,,Detchd,2002.0,Fin,TA,TA,,MnPrv,
,,BrkFace,188.0,TA,TA,No,BLQ,Unf,Fa,Attchd,1968.0,Unf,TA,TA,,,
52.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Detchd,1985.0,Unf,TA,TA,,MnPrv,Shed
75.0,,Stone,110.0,Gd,TA,No,GLQ,Unf,,BuiltIn,2009.0,Fin,TA,TA,,,
60.0,,,0.0,TA,TA,No,BLQ,Rec,,Attchd,1950.0,Unf,TA,TA,,,
66.0,,,0.0,TA,Gd,No,GLQ,Unf,Gd,Attchd,1941.0,RFn,TA,TA,,GdPrv,Shed
24.0,,BrkFace,376.0,TA,TA,No,ALQ,Unf,,Detchd,1971.0,Unf,TA,TA,,,
65.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1967.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Unf,Unf,,Detchd,1968.0,Unf,TA,TA,,,
60.0,,,0.0,Gd,TA,No,BLQ,Unf,,Detchd,1941.0,Unf,TA,TA,,MnPrv,
94.0,,BrkFace,278.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1983.0,RFn,TA,TA,,GdPrv,
70.0,,BrkFace,82.0,TA,TA,Av,ALQ,Unf,,BuiltIn,1971.0,Unf,TA,TA,,GdWo,
70.0,,,0.0,TA,TA,No,ALQ,BLQ,,Attchd,1959.0,RFn,TA,TA,,,
49.0,,,0.0,TA,TA,No,ALQ,Unf,,Attchd,1955.0,Unf,Fa,TA,,,
75.0,,,0.0,TA,TA,No,ALQ,Unf,,Attchd,1963.0,Fin,TA,TA,,MnPrv,
70.0,,,0.0,TA,TA,No,BLQ,Unf,,Detchd,1946.0,Unf,TA,TA,,,
96.0,,Stone,230.0,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,2008.0,Fin,TA,TA,,,
81.0,,,0.0,TA,TA,No,BLQ,Unf,TA,Attchd,1953.0,Fin,TA,TA,,,
71.0,,,0.0,TA,TA,No,Rec,Unf,,Detchd,2000.0,Unf,TA,TA,,MnPrv,
59.0,,,0.0,TA,TA,No,Unf,Unf,Gd,Detchd,1920.0,Unf,TA,TA,,MnPrv,
70.0,,,0.0,TA,TA,No,ALQ,LwQ,,Detchd,1989.0,Unf,TA,TA,,,
95.0,,,0.0,Gd,TA,No,GLQ,Unf,,BuiltIn,2002.0,RFn,TA,TA,,,
75.0,,,0.0,TA,TA,No,BLQ,Unf,,Attchd,1950.0,Unf,TA,TA,,MnPrv,
68.0,,Stone,145.0,TA,TA,Av,Rec,Unf,Gd,Basment,1957.0,Unf,TA,TA,,,
60.0,,,0.0,TA,TA,No,Rec,BLQ,,Attchd,1950.0,Unf,TA,TA,,GdPrv,
60.0,,BrkFace,16.0,Gd,TA,No,Unf,Unf,TA,Attchd,2000.0,Fin,TA,TA,,,
,,BrkFace,114.0,TA,TA,No,BLQ,LwQ,,Attchd,1965.0,Unf,TA,TA,,MnPrv,
,,,0.0,TA,TA,No,BLQ,Unf,,Detchd,1961.0,Unf,TA,TA,,,
,,BrkFace,335.0,TA,TA,Av,GLQ,Unf,,Attchd,1976.0,Unf,TA,TA,,,
50.0,,,0.0,,,,,,,,,,,,,,
,,,0.0,Gd,TA,No,GLQ,Unf,,Attchd,2000.0,RFn,TA,TA,,,
79.0,,,0.0,TA,TA,No,BLQ,LwQ,,Attchd,1953.0,Unf,TA,TA,,GdWo,
77.0,,,0.0,TA,TA,No,ALQ,Unf,,,,,,,,,Shed
66.0,,,0.0,Gd,TA,No,Unf,Unf,,Detchd,1920.0,Unf,TA,TA,,,
60.0,Pave,Stone,68.0,Gd,TA,No,GLQ,Unf,,Attchd,2006.0,Fin,TA,TA,,,
82.0,,BrkFace,183.0,TA,TA,Gd,Rec,ALQ,,Attchd,1966.0,RFn,Gd,Gd,,GdPrv,
80.0,,,0.0,TA,TA,No,Unf,Unf,,,,,,,,,
,,,0.0,Fa,Po,Gd,BLQ,Unf,,,,,,,,,
80.0,,Stone,110.0,TA,TA,No,Rec,LwQ,,Attchd,1954.0,RFn,TA,TA,,MnPrv,
109.0,,BrkFace,350.0,Ex,Gd,No,Unf,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
,,,0.0,Gd,TA,Mn,Unf,Unf,Gd,BuiltIn,1976.0,Fin,TA,TA,,,
80.0,,,0.0,Gd,TA,No,ALQ,Unf,Gd,Attchd,1981.0,Fin,TA,TA,,MnPrv,
64.0,,,0.0,,,,,,,Attchd,1979.0,Unf,TA,TA,,,
,,BrkFace,216.0,Gd,TA,No,GLQ,Unf,,Detchd,2000.0,Unf,TA,TA,,,
89.0,,,0.0,Gd,TA,No,Unf,Unf,,Attchd,2004.0,RFn,TA,TA,,,
34.0,,Stone,135.0,Gd,TA,Av,ALQ,Unf,Gd,Attchd,2005.0,RFn,TA,TA,,,
60.0,,,0.0,Fa,Po,No,Unf,Unf,,Detchd,1920.0,Unf,Po,Po,,,
,,BrkFace,72.0,TA,TA,No,BLQ,Unf,Gd,Detchd,1993.0,Unf,TA,TA,,,
60.0,Grvl,,0.0,TA,TA,No,Unf,Unf,Po,Detchd,1983.0,Unf,Gd,TA,,,
,,,0.0,Gd,TA,No,Unf,Unf,Gd,Detchd,1931.0,Unf,TA,TA,,,
65.0,,BrkFace,98.0,Gd,TA,Av,GLQ,Unf,,Attchd,2004.0,RFn,TA,TA,,,
85.0,,BrkFace,176.0,TA,TA,No,BLQ,Unf,Fa,Attchd,1965.0,Unf,TA,TA,,,
,,,0.0,Gd,TA,No,LwQ,Unf,,Attchd,1990.0,Fin,TA,TA,,GdPrv,
,,,0.0,Gd,TA,No,GLQ,Unf,TA,Attchd,2000.0,RFn,TA,TA,,,
60.0,,,0.0,Ex,Gd,No,ALQ,Unf,,Attchd,2005.0,Fin,TA,TA,,,
60.0,,,0.0,Gd,TA,No,BLQ,Unf,,Attchd,1996.0,Unf,TA,TA,,,
71.0,,BrkFace,153.0,TA,TA,No,BLQ,Unf,,Detchd,1986.0,Unf,TA,TA,,,
65.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,BuiltIn,2003.0,Fin,TA,TA,,,
70.0,,,0.0,Gd,TA,Gd,GLQ,Unf,,,,,,,,,
60.0,,,0.0,TA,TA,Av,Rec,Unf,,Detchd,1985.0,RFn,TA,TA,,,
,,BrkFace,340.0,,,,,,,Detchd,1949.0,Unf,TA,TA,,,
67.0,,Stone,274.0,Gd,TA,Av,Unf,Unf,Gd,Attchd,2007.0,RFn,TA,TA,,,
,,,0.0,TA,TA,No,ALQ,Unf,,Detchd,1962.0,Unf,TA,TA,,,
72.0,,BrkFace,562.0,Ex,TA,Gd,GLQ,Unf,Gd,Attchd,2003.0,Fin,TA,TA,,,
,,,0.0,TA,TA,No,BLQ,Unf,,Detchd,1980.0,Unf,TA,TA,,MnWw,
79.0,,Stone,205.0,Ex,TA,No,GLQ,Unf,Gd,Attchd,2007.0,Fin,TA,TA,,,
,,BrkFace,180.0,TA,TA,No,Rec,Unf,,Attchd,1959.0,RFn,TA,TA,,MnPrv,
,,,0.0,Gd,TA,Av,GLQ,Unf,TA,Attchd,1978.0,RFn,TA,TA,,MnPrv,
,,,0.0,Gd,TA,No,GLQ,Unf,Fa,Attchd,1994.0,RFn,TA,TA,,,
71.0,,BrkFace,153.0,TA,TA,No,BLQ,Unf,,Detchd,1986.0,Unf,TA,TA,,,
64.0,,Stone,82.0,Gd,TA,Av,GLQ,Unf,,Attchd,2007.0,RFn,TA,TA,,,
94.0,,,0.0,TA,TA,Av,Unf,Unf,,,,,,,,,
63.0,,,0.0,Gd,TA,No,Unf,Unf,Gd,Attchd,2003.0,Fin,TA,TA,,,
44.0,,,0.0,Gd,TA,No,ALQ,Unf,Po,Attchd,1976.0,Fin,TA,TA,,MnPrv,
40.0,,,0.0,Gd,TA,Mn,GLQ,Unf,Gd,Attchd,1988.0,Fin,TA,TA,,,
92.0,,BrkFace,391.0,Gd,TA,No,GLQ,Unf,TA,Attchd,1994.0,RFn,TA,TA,,,
68.0,,,0.0,TA,TA,Av,ALQ,Unf,Po,Attchd,1967.0,RFn,TA,TA,,MnWw,
88.0,,,0.0,Gd,TA,No,Unf,Unf,,Detchd,1981.0,Unf,TA,TA,,MnPrv,
70.0,,,0.0,TA,TA,No,Rec,Unf,Gd,Attchd,1959.0,RFn,TA,TA,,,
88.0,,,0.0,TA,TA,Av,ALQ,Unf,,Detchd,1987.0,Unf,TA,TA,,MnPrv,Shed
100.0,,,0.0,TA,TA,No,Unf,Unf,,Attchd,1954.0,RFn,TA,TA,,,
58.0,,,0.0,Gd,Gd,Av,GLQ,Unf,Gd,Attchd,2006.0,RFn,TA,TA,,,
62.0,,,0.0,Gd,TA,No,Unf,Unf,TA,Attchd,1999.0,RFn,TA,TA,,,
74.0,,,0.0,,,,,,,Detchd,1956.0,Unf,TA,Fa,,,
